receiver_window_size,tm
4096,1681190276.374583
2048,1681190276.3775756
4096,1681190276.378574
2048,1681190276.3805704
1024,1681190276.3805704
2048,1681190276.3805704
1024,1681190276.381565
2048,1681190276.381565
4096,1681190276.3825648
2048,1681190276.387551
4096,1681190276.3885493
2048,1681190276.3905432
1024,1681190276.3905432
2048,1681190276.403508
1024,1681190276.405504
2048,1681190276.4065008
1024,1681190276.407498
2048,1681190276.4264505
1024,1681190276.4274468
2048,1681190276.4274468
4096,1681190276.428445
2048,1681190276.4294424
4096,1681190276.4294424
2048,1681190276.4304397
1024,1681190276.431437
2048,1681190276.431437
1024,1681190276.4324353
2048,1681190276.4334314
1024,1681190276.4354274
2048,1681190276.4364245
1024,1681190276.4364245
2048,1681190276.437422
1024,1681190276.437422
2048,1681190276.438419
4096,1681190276.439417
2048,1681190276.4404137
1024,1681190276.4434066
2048,1681190276.4653504
1024,1681190276.468342
2048,1681190276.469339
1024,1681190276.469339
2048,1681190276.4703376
1024,1681190276.4703376
2048,1681190276.4713333
1024,1681190276.4713333
2048,1681190276.4713333
1024,1681190276.472331
2048,1681190276.4743254
1024,1681190276.4753237
2048,1681190276.4952724
1024,1681190276.4972665
2048,1681190276.4972665
1024,1681190276.5022538
2048,1681190276.5032516
1024,1681190276.5042498
2048,1681190276.5062432
4096,1681190276.5072412
8192,1681190276.5082395
4096,1681190276.5102344
2048,1681190276.5102344
4096,1681190276.5102344
2048,1681190276.5112333
4096,1681190276.5122306
8192,1681190276.5122306
4096,1681190276.5132275
2048,1681190276.5152223
1024,1681190276.5152223
2048,1681190276.5232012
1024,1681190276.5241988
2048,1681190276.543148
1024,1681190276.5451431
2048,1681190276.5461404
1024,1681190276.547138
2048,1681190276.547138
1024,1681190276.5591068
2048,1681190276.5601053
1024,1681190276.5630965
2048,1681190276.5630965
1024,1681190276.564095
2048,1681190276.6049886
1024,1681190276.6089787
2048,1681190276.611971
1024,1681190276.6139653
2048,1681190276.636907
1024,1681190276.6389022
2048,1681190276.652866
1024,1681190276.6538637
2048,1681190276.6548607
1024,1681190276.660846
2048,1681190276.661843
1024,1681190276.661843
2048,1681190276.6838226
1024,1681190276.685781
2048,1681190276.685781
1024,1681190276.6877754
2048,1681190276.6897702
1024,1681190276.6897702
2048,1681190276.6907678
1024,1681190276.6917663
2048,1681190276.6927629
1024,1681190276.6937597
2048,1681190276.6947572
1024,1681190276.6957545
2048,1681190276.7007437
1024,1681190276.7027378
2048,1681190276.7297125
1024,1681190276.7326944
2048,1681190276.7366498
1024,1681190276.738645
2048,1681190276.7595913
1024,1681190276.7605898
2048,1681190276.7615867
1024,1681190276.7625837
2048,1681190276.7635827
1024,1681190276.7755969
2048,1681190276.7945006
1024,1681190276.7954977
2048,1681190276.7954977
1024,1681190276.7984898
2048,1681190276.7984898
1024,1681190276.799487
2048,1681190276.799487
1024,1681190276.8004868
2048,1681190276.8004868
1024,1681190276.801484
2048,1681190276.802481
1024,1681190276.802481
2048,1681190276.8044763
1024,1681190276.8044763
2048,1681190276.8054736
1024,1681190276.8054736
2048,1681190276.8064709
4096,1681190276.8064709
2048,1681190276.8064709
1024,1681190276.8074682
2048,1681190276.8074682
1024,1681190276.8074682
2048,1681190276.8094633
1024,1681190276.8094633
2048,1681190276.8094633
1024,1681190276.810461
2048,1681190276.810461
1024,1681190276.8114583
2048,1681190276.8124561
1024,1681190276.8134537
2048,1681190276.8144507
1024,1681190276.8144507
2048,1681190276.815448
1024,1681190276.815448
2048,1681190276.816444
1024,1681190276.820435
2048,1681190276.823429
1024,1681190276.823429
2048,1681190276.8393848
1024,1681190276.8413801
2048,1681190276.8423781
1024,1681190276.8423781
2048,1681190276.845369
1024,1681190276.845369
2048,1681190276.8473647
1024,1681190276.8473647
2048,1681190276.8493583
1024,1681190276.8503585
2048,1681190276.8683124
1024,1681190276.8703063
2048,1681190276.872301
1024,1681190276.872301
2048,1681190276.8763006
1024,1681190276.878284
2048,1681190276.878284
1024,1681190276.8792825
2048,1681190276.8802788
1024,1681190276.9002807
2048,1681190276.901227
1024,1681190276.9032211
2048,1681190276.9042168
1024,1681190276.9052167
2048,1681190276.9052167
1024,1681190276.906214
2048,1681190276.906214
1024,1681190276.9072113
2048,1681190276.934141
1024,1681190276.934141
2048,1681190276.9351373
1024,1681190276.936137
2048,1681190276.9371328
1024,1681190276.9371328
2048,1681190276.9381297
1024,1681190276.9401271
2048,1681190276.9421504
1024,1681190276.944114
2048,1681190276.9451125
1024,1681190276.9451125
2048,1681190276.9461098
1024,1681190276.9471064
2048,1681190276.9491024
1024,1681190276.950099
2048,1681190276.9510975
1024,1681190276.9510975
2048,1681190276.9520943
1024,1681190276.9520943
2048,1681190276.9640625
1024,1681190276.9660575
2048,1681190276.983016
1024,1681190276.9840136
2048,1681190276.9840136
1024,1681190276.985011
2048,1681190276.995982
1024,1681190277.0009696
2048,1681190277.0019665
1024,1681190277.0039616
2048,1681190277.0049596
1024,1681190277.0059571
2048,1681190277.007951
1024,1681190277.007951
2048,1681190277.0278983
1024,1681190277.0288959
2048,1681190277.0288959
1024,1681190277.0298934
2048,1681190277.0298934
1024,1681190277.0298934
2048,1681190277.0338845
4096,1681190277.03488
2048,1681190277.03488
1024,1681190277.0358777
2048,1681190277.0368755
1024,1681190277.0418618
2048,1681190277.0418618
1024,1681190277.0438566
2048,1681190277.0468512
1024,1681190277.0468512
2048,1681190277.0478466
1024,1681190277.0478466
2048,1681190277.049842
4096,1681190277.049842
2048,1681190277.0508397
4096,1681190277.0508397
8192,1681190277.0518386
16384,1681190277.0528338
8192,1681190277.0548298
4096,1681190277.0548298
2048,1681190277.0558264
1024,1681190277.0568237
2048,1681190277.0728412
1024,1681190277.0747786
2048,1681190277.0757759
1024,1681190277.0757759
2048,1681190277.0767734
1024,1681190277.0767734
2048,1681190277.0788116
1024,1681190277.0797975
2048,1681190277.0807629
1024,1681190277.081759
2048,1681190277.081759
1024,1681190277.0827568
2048,1681190277.0827568
4096,1681190277.0837555
2048,1681190277.0837555
1024,1681190277.0857499
2048,1681190277.0867484
1024,1681190277.0867484
2048,1681190277.0907366
1024,1681190277.0917351
2048,1681190277.1037548
1024,1681190277.1076927
2048,1681190277.1116834
1024,1681190277.1116834
2048,1681190277.1356363
1024,1681190277.136619
2048,1681190277.1386125
1024,1681190277.13961
2048,1681190277.1416051
1024,1681190277.1416051
2048,1681190277.1675413
1024,1681190277.1745234
2048,1681190277.1765165
1024,1681190277.1795108
2048,1681190277.180507
1024,1681190277.181504
2048,1681190277.181504
1024,1681190277.1825013
2048,1681190277.1834998
1024,1681190277.1854951
2048,1681190277.1974626
1024,1681190277.2004542
2048,1681190277.2024484
1024,1681190277.203447
2048,1681190277.205441
1024,1681190277.2064385
2048,1681190277.2074358
1024,1681190277.208433
2048,1681190277.2333684
1024,1681190277.2343657
2048,1681190277.2383893
1024,1681190277.2403526
2048,1681190277.2433445
1024,1681190277.2433445
2048,1681190277.260299
1024,1681190277.261297
2048,1681190277.2632923
1024,1681190277.2632923
2048,1681190277.2642891
1024,1681190277.2642891
2048,1681190277.2662835
1024,1681190277.2662835
2048,1681190277.2672808
1024,1681190277.2672808
2048,1681190277.3121665
1024,1681190277.313163
2048,1681190277.313163
1024,1681190277.3141603
2048,1681190277.3151581
1024,1681190277.3351579
2048,1681190277.3361037
1024,1681190277.3391342
2048,1681190277.3410914
1024,1681190277.3420882
2048,1681190277.3430855
1024,1681190277.3440852
2048,1681190277.349072
1024,1681190277.3520658
2048,1681190277.3530648
1024,1681190277.3530648
2048,1681190277.3540576
1024,1681190277.3540576
2048,1681190277.3550546
1024,1681190277.3550546
2048,1681190277.3570492
1024,1681190277.3570492
2048,1681190277.3580472
1024,1681190277.3670235
2048,1681190277.3690186
4096,1681190277.3700166
2048,1681190277.3700166
1024,1681190277.3710132
2048,1681190277.3720105
1024,1681190277.3720105
2048,1681190277.3740053
1024,1681190277.3740053
2048,1681190277.3779972
1024,1681190277.3779972
2048,1681190277.3789928
1024,1681190277.3839808
2048,1681190277.3849773
1024,1681190277.3849773
2048,1681190277.3859754
1024,1681190277.3859754
2048,1681190277.3869731
1024,1681190277.3869731
2048,1681190277.3979433
1024,1681190277.3999386
2048,1681190277.400936
1024,1681190277.400936
2048,1681190277.4129047
1024,1681190277.413903
2048,1681190277.4149003
1024,1681190277.4158974
2048,1681190277.4218836
1024,1681190277.4218836
2048,1681190277.4228802
1024,1681190277.4288642
2048,1681190277.4468179
1024,1681190277.447815
2048,1681190277.447815
1024,1681190277.448814
2048,1681190277.448814
1024,1681190277.4528027
2048,1681190277.4557946
1024,1681190277.456792
2048,1681190277.456792
1024,1681190277.4577894
2048,1681190277.4597852
1024,1681190277.4597852
2048,1681190277.461781
1024,1681190277.4627771
2048,1681190277.463775
1024,1681190277.4647717
2048,1681190277.4647717
1024,1681190277.4767404
2048,1681190277.4767404
1024,1681190277.4787362
2048,1681190277.479734
1024,1681190277.479734
2048,1681190277.4807308
1024,1681190277.4807308
2048,1681190277.4817295
1024,1681190277.4817295
2048,1681190277.4847202
1024,1681190277.4857185
2048,1681190277.486715
1024,1681190277.486715
2048,1681190277.4907043
1024,1681190277.4907043
2048,1681190277.4917033
4096,1681190277.4917033
2048,1681190277.4917033
4096,1681190277.4927
2048,1681190277.4927
1024,1681190277.493698
2048,1681190277.4966896
1024,1681190277.4966896
2048,1681190277.4966896
1024,1681190277.4976864
2048,1681190277.4986844
1024,1681190277.5086582
2048,1681190277.5086582
1024,1681190277.5126483
2048,1681190277.513646
1024,1681190277.513646
2048,1681190277.513646
1024,1681190277.514643
2048,1681190277.514643
1024,1681190277.514643
2048,1681190277.5156407
1024,1681190277.5166378
2048,1681190277.5196297
1024,1681190277.5196297
2048,1681190277.5206282
1024,1681190277.5216246
2048,1681190277.522622
4096,1681190277.5246177
2048,1681190277.5266123
1024,1681190277.5266123
2048,1681190277.52761
1024,1681190277.52761
2048,1681190277.52761
1024,1681190277.5286067
2048,1681190277.5385816
1024,1681190277.5405777
2048,1681190277.5405777
1024,1681190277.5415742
2048,1681190277.5415742
1024,1681190277.5535429
2048,1681190277.5545409
1024,1681190277.5565355
2048,1681190277.5695019
1024,1681190277.5705001
2048,1681190277.5734947
1024,1681190277.5744908
2048,1681190277.576486
1024,1681190277.576486
2048,1681190277.6034143
1024,1681190277.6054096
2048,1681190277.6064086
1024,1681190277.6074042
2048,1681190277.6094003
1024,1681190277.6113956
2048,1681190277.613389
1024,1681190277.632339
2048,1681190277.6343346
1024,1681190277.635332
2048,1681190277.6363292
1024,1681190277.6363292
2048,1681190277.6413198
4096,1681190277.643313
2048,1681190277.6443088
4096,1681190277.6443088
8192,1681190277.6453066
4096,1681190277.6463046
2048,1681190277.6473014
1024,1681190277.6473014
2048,1681190277.6482985
1024,1681190277.6482985
2048,1681190277.6502955
4096,1681190277.6513062
2048,1681190277.653288
1024,1681190277.6542952
2048,1681190277.6552827
1024,1681190277.6552827
2048,1681190277.6562774
1024,1681190277.6572747
2048,1681190277.658272
1024,1681190277.65927
2048,1681190277.6792185
1024,1681190277.6822114
2048,1681190277.6822114
1024,1681190277.6832082
2048,1681190277.6832082
1024,1681190277.6842058
2048,1681190277.6842058
4096,1681190277.6852102
2048,1681190277.6852102
4096,1681190277.6852102
2048,1681190277.6862001
1024,1681190277.6862001
2048,1681190277.6862001
1024,1681190277.6871986
2048,1681190277.6871986
1024,1681190277.688196
2048,1681190277.711185
1024,1681190277.7141678
2048,1681190277.7171204
1024,1681190277.7171204
2048,1681190277.7171204
1024,1681190277.7181184
2048,1681190277.7181184
1024,1681190277.7430992
2048,1681190277.7460468
1024,1681190277.7480419
2048,1681190277.7490396
1024,1681190277.7490396
2048,1681190277.750038
1024,1681190277.750038
2048,1681190277.750038
1024,1681190277.751033
2048,1681190277.751033
4096,1681190277.752031
2048,1681190277.752031
1024,1681190277.7540276
2048,1681190277.7540276
1024,1681190277.7550244
2048,1681190277.7550244
1024,1681190277.7550244
2048,1681190277.7749739
1024,1681190277.7779648
2048,1681190277.8068888
1024,1681190277.808884
2048,1681190277.8098814
1024,1681190277.8108788
2048,1681190277.811876
1024,1681190277.811876
2048,1681190277.8128738
4096,1681190277.8128738
2048,1681190277.8138711
1024,1681190277.8138711
2048,1681190277.8148687
1024,1681190277.815866
2048,1681190277.8168647
1024,1681190277.81886
2048,1681190277.8209324
1024,1681190277.8228498
2048,1681190277.8368561
1024,1681190277.8378096
2048,1681190277.8388085
1024,1681190277.8428223
2048,1681190277.869727
1024,1681190277.8707244
2048,1681190277.872719
1024,1681190277.8737166
2048,1681190277.8757117
1024,1681190277.8836923
2048,1681190277.8846893
1024,1681190277.8857064
2048,1681190277.8986537
1024,1681190277.900649
2048,1681190277.9026437
1024,1681190277.9066331
2048,1681190277.908628
1024,1681190277.9106236
2048,1681190277.911621
1024,1681190277.9126182
2048,1681190277.915609
1024,1681190277.9176035
2048,1681190277.9225907
1024,1681190277.9445834
2048,1681190277.9455318
1024,1681190277.9485233
2048,1681190277.9495213
1024,1681190277.9515183
2048,1681190277.9545083
1024,1681190277.9555058
2048,1681190277.9555058
1024,1681190277.9565036
2048,1681190277.9565036
1024,1681190277.9755034
2048,1681190277.978447
1024,1681190277.9814398
2048,1681190277.983434
1024,1681190277.984431
2048,1681190277.984431
1024,1681190277.984431
2048,1681190277.986426
4096,1681190277.986426
2048,1681190277.987424
1024,1681190277.9884613
2048,1681190277.9904156
1024,1681190277.9914143
2048,1681190278.007374
1024,1681190278.0103662
2048,1681190278.0123608
1024,1681190278.0153534
2048,1681190278.016354
1024,1681190278.017348
2048,1681190278.0373433
1024,1681190278.0402877
2048,1681190278.0412848
1024,1681190278.0412848
2048,1681190278.042283
1024,1681190278.042283
2048,1681190278.0533001
1024,1681190278.0572433
2048,1681190278.0592382
1024,1681190278.0602355
2048,1681190278.0622323
1024,1681190278.0632288
2048,1681190278.0841746
4096,1681190278.0841746
2048,1681190278.0861688
1024,1681190278.0861688
2048,1681190278.0871673
4096,1681190278.0881636
2048,1681190278.0881636
1024,1681190278.089161
2048,1681190278.092155
1024,1681190278.092155
2048,1681190278.098138
4096,1681190278.0991373
2048,1681190278.1011305
1024,1681190278.1011305
2048,1681190278.1021276
1024,1681190278.1031268
2048,1681190278.1031268
1024,1681190278.115143
2048,1681190278.1180878
1024,1681190278.1180878
2048,1681190278.1210785
1024,1681190278.1210785
2048,1681190278.1220777
1024,1681190278.123074
2048,1681190278.125069
1024,1681190278.128062
2048,1681190278.1300557
1024,1681190278.1310542
2048,1681190278.1310542
1024,1681190278.1320508
2048,1681190278.1320508
1024,1681190278.1330478
2048,1681190278.1340454
1024,1681190278.1340454
2048,1681190278.1340454
1024,1681190278.1350446
2048,1681190278.1360424
1024,1681190278.1360424
2048,1681190278.161974
1024,1681190278.1629705
2048,1681190278.1649663
4096,1681190278.1649663
8192,1681190278.1659634
4096,1681190278.1690001
8192,1681190278.1690001
4096,1681190278.169953
8192,1681190278.1709504
4096,1681190278.1739688
2048,1681190278.1749396
4096,1681190278.1749396
2048,1681190278.1749396
4096,1681190278.1759372
2048,1681190278.1769361
1024,1681190278.1779356
2048,1681190278.1958869
1024,1681190278.1958869
2048,1681190278.1978817
1024,1681190278.198878
2048,1681190278.1998773
1024,1681190278.1998773
2048,1681190278.2028701
1024,1681190278.2028701
2048,1681190278.2038665
1024,1681190278.2038665
2048,1681190278.204863
1024,1681190278.2058601
2048,1681190278.2138395
1024,1681190278.2148378
2048,1681190278.216833
4096,1681190278.216833
8192,1681190278.2178302
16384,1681190278.218827
8192,1681190278.2407715
4096,1681190278.2427654
2048,1681190278.2427654
1024,1681190278.243763
2048,1681190278.2447605
1024,1681190278.2577267
2048,1681190278.2726882
1024,1681190278.2736852
2048,1681190278.274685
1024,1681190278.2796702
2048,1681190278.2806673
1024,1681190278.2806673
2048,1681190278.2816658
1024,1681190278.2816658
2048,1681190278.3026104
1024,1681190278.304606
2048,1681190278.3185694
1024,1681190278.3215618
2048,1681190278.3225617
1024,1681190278.3235714
2048,1681190278.3245547
1024,1681190278.3245547
2048,1681190278.3255525
1024,1681190278.34949
2048,1681190278.3504899
1024,1681190278.3544784
2048,1681190278.3594646
1024,1681190278.3604639
2048,1681190278.3604639
1024,1681190278.361461
2048,1681190278.3624568
1024,1681190278.3634565
2048,1681190278.3644538
1024,1681190278.3644538
2048,1681190278.3664467
1024,1681190278.38041
2048,1681190278.3824053
1024,1681190278.3843997
2048,1681190278.3883915
1024,1681190278.3883915
2048,1681190278.4123304
1024,1681190278.9270008
2048,1681190278.9289968
1024,1681190278.9299936
2048,1681190278.9319875
4096,1681190278.9339826
8192,1681190278.9339826
16384,1681190278.9349806
32768,1681190278.9369757
16384,1681190278.9748766
32768,1681190278.9748766
16384,1681190278.9778688
8192,1681190278.9778688
4096,1681190278.9888403
8192,1681190278.9898384
4096,1681190278.992831
2048,1681190278.992831
1024,1681190278.9938283
2048,1681190278.998815
1024,1681190278.999813
2048,1681190279.0018075
1024,1681190279.0018075
2048,1681190279.002805
1024,1681190279.002805
2048,1681190279.004802
1024,1681190279.0057988
2048,1681190279.0067961
1024,1681190279.0237904
2048,1681190279.0267835
1024,1681190279.0267835
2048,1681190279.0277417
1024,1681190279.0287387
2048,1681190279.0287387
1024,1681190279.029735
2048,1681190279.03173
1024,1681190279.032729
2048,1681190279.0387118
1024,1681190279.0387118
2048,1681190279.0407083
1024,1681190279.0417044
2048,1681190279.0676374
1024,1681190279.0686352
2048,1681190279.0756168
1024,1681190279.0756168
2048,1681190279.0766146
1024,1681190279.0766146
2048,1681190279.077612
1024,1681190279.098559
2048,1681190279.1175103
1024,1681190279.1175103
2048,1681190279.118508
1024,1681190279.118508
2048,1681190279.1195056
4096,1681190279.1205032
2048,1681190279.1205032
4096,1681190279.1205032
2048,1681190279.1214986
4096,1681190279.1224978
8192,1681190279.1224978
4096,1681190279.1224978
2048,1681190279.14448
1024,1681190279.1494274
2048,1681190279.1504238
1024,1681190279.1514215
2048,1681190279.1514215
1024,1681190279.15242
2048,1681190279.1793509
1024,1681190279.1803477
2048,1681190279.1803477
1024,1681190279.1803477
2048,1681190279.181347
1024,1681190279.182344
2048,1681190279.1833417
1024,1681190279.1833417
2048,1681190279.1863332
1024,1681190279.1863332
2048,1681190279.1863332
1024,1681190279.187331
2048,1681190279.1893253
1024,1681190279.190324
2048,1681190279.190324
1024,1681190279.1913202
2048,1681190279.2222722
1024,1681190279.2242334
2048,1681190279.2252326
1024,1681190279.2262282
2048,1681190279.227226
1024,1681190279.228225
2048,1681190279.2322145
1024,1681190279.2322145
2048,1681190279.236236
1024,1681190279.2372103
2048,1681190279.2471743
1024,1681190279.2491686
2048,1681190279.2531607
1024,1681190279.2531607
2048,1681190279.2721121
1024,1681190279.274105
2048,1681190279.274105
1024,1681190279.2770967
2048,1681190279.2780957
1024,1681190279.28009
2048,1681190279.2810867
1024,1681190279.2820854
2048,1681190279.2820854
1024,1681190279.3000884
2048,1681190279.302033
1024,1681190279.303032
2048,1681190279.3040278
1024,1681190279.3150532
2048,1681190279.3159976
1024,1681190279.317992
2048,1681190279.319987
1024,1681190279.319987
2048,1681190279.3229806
1024,1681190279.3249738
2048,1681190279.3259726
1024,1681190279.3459592
2048,1681190279.3609228
1024,1681190279.3649096
2048,1681190279.3658686
1024,1681190279.3688748
2048,1681190279.391851
1024,1681190279.393797
2048,1681190279.3957918
1024,1681190279.3957918
2048,1681190279.3967893
1024,1681190279.40776
2048,1681190279.4097567
1024,1681190279.4097567
2048,1681190279.4107552
1024,1681190279.4107552
2048,1681190279.424717
1024,1681190279.427709
2048,1681190279.4346924
1024,1681190279.4366863
2048,1681190279.4556863
1024,1681190279.457632
2048,1681190279.4875972
1024,1681190279.488559
2048,1681190279.4895506
1024,1681190279.4945364
2048,1681190279.4985275
1024,1681190279.4995236
2048,1681190279.5005217
1024,1681190279.5005217
2048,1681190279.5015185
1024,1681190279.5025518
2048,1681190279.5035157
4096,1681190279.5035157
2048,1681190279.5045128
4096,1681190279.5055087
2048,1681190279.5085003
1024,1681190279.5094988
2048,1681190279.5094988
1024,1681190279.5094988
2048,1681190279.510495
1024,1681190279.5114925
2048,1681190279.5114925
1024,1681190279.5124912
2048,1681190279.5124912
1024,1681190279.5124912
2048,1681190279.515483
1024,1681190279.515483
2048,1681190279.535431
1024,1681190279.5364294
2048,1681190279.537426
1024,1681190279.5384245
2048,1681190279.5394235
4096,1681190279.5394235
2048,1681190279.5404193
1024,1681190279.5414157
2048,1681190279.5424128
1024,1681190279.5424128
2048,1681190279.5504324
1024,1681190279.5543828
2048,1681190279.581366
1024,1681190279.5833075
2048,1681190279.5973246
1024,1681190279.5992663
2048,1681190279.6002643
1024,1681190279.6012614
2048,1681190279.6142285
1024,1681190279.6152256
2048,1681190279.6162226
1024,1681190279.6172204
2048,1681190279.6301866
1024,1681190279.6351752
2048,1681190279.6591122
1024,1681190279.6611066
2048,1681190279.6621044
1024,1681190279.6621044
2048,1681190279.6641002
1024,1681190279.6650975
2048,1681190279.6670914
1024,1681190279.6670914
2048,1681190279.6690867
1024,1681190279.6690867
2048,1681190279.6710813
1024,1681190279.6900694
2048,1681190279.6920292
1024,1681190279.6930244
2048,1681190279.6990495
4096,1681190280.207699
8192,1681190280.22266
4096,1681190280.232633
2048,1681190280.232633
4096,1681190280.2336307
8192,1681190280.2336307
4096,1681190280.2346284
8192,1681190280.2356257
16384,1681190280.2376199
32768,1681190280.2376199
16384,1681190280.2585664
8192,1681190280.2595654
4096,1681190280.2595654
8192,1681190280.260562
4096,1681190280.260562
8192,1681190280.2615592
16384,1681190280.2615592
32768,1681190280.2625566
16384,1681190280.2625566
32768,1681190280.2635548
16384,1681190280.2635548
32768,1681190280.2645519
16384,1681190280.3174136
8192,1681190280.3184116
4096,1681190280.319409
8192,1681190280.319409
4096,1681190280.3204064
8192,1681190280.3224025
16384,1681190280.324398
32768,1681190280.3253937
16384,1681190280.396211
32768,1681190280.3972087
16384,1681190280.4570541
32768,1681190280.4580514
16384,1681190280.4590487
8192,1681190280.460046
16384,1681190280.460046
8192,1681190280.4610443
16384,1681190280.4610443
32768,1681190280.4620419
16384,1681190280.4720535
32768,1681190280.4740105
16384,1681190280.4819903
8192,1681190280.4819903
4096,1681190280.4829874
8192,1681190280.4839861
16384,1681190280.4839861
8192,1681190280.4849846
16384,1681190280.4859807
8192,1681190280.4859807
16384,1681190280.4889734
32768,1681190280.4899697
16384,1681190280.516901
8192,1681190280.5178983
4096,1681190280.5178983
8192,1681190280.518895
4096,1681190280.533856
8192,1681190280.533856
16384,1681190280.5358508
32768,1681190280.5368483
16384,1681190280.5498147
8192,1681190280.5518103
4096,1681190280.5518103
2048,1681190280.5528073
4096,1681190280.5538049
2048,1681190280.5548022
1024,1681190280.5548022
2048,1681190280.5557992
4096,1681190280.5567968
8192,1681190280.5807738
4096,1681190280.583727
2048,1681190280.583727
4096,1681190280.5857222
8192,1681190280.5877168
16384,1681190280.588715
32768,1681190280.5907092
16384,1681190280.6286137
8192,1681190280.643573
16384,1681190280.643573
8192,1681190280.6455688
4096,1681190280.6455688
2048,1681190280.6465657
4096,1681190280.6475635
8192,1681190280.6495583
16384,1681190280.6505558
32768,1681190280.6754906
16384,1681190280.6804786
8192,1681190280.6804786
16384,1681190280.6814756
32768,1681190280.6814756
16384,1681190280.6824732
8192,1681190280.6824732
16384,1681190280.6834714
8192,1681190280.6844685
16384,1681190280.6844685
32768,1681190280.7064111
16384,1681190280.7293522
8192,1681190280.7522924
16384,1681190280.754288
32768,1681190280.7552853
16384,1681190280.8650022
8192,1681190280.866
4096,1681190280.8669975
2048,1681190280.8669975
4096,1681190280.8689914
8192,1681190280.8699896
16384,1681190280.8709881
32768,1681190280.8709881
16384,1681190280.8929298
32768,1681190280.8949249
16384,1681190280.8969197
8192,1681190280.8979177
16384,1681190280.8979177
8192,1681190280.8979177
16384,1681190280.898915
8192,1681190280.8999124
4096,1681190280.8999124
8192,1681190280.90091
16384,1681190280.9029047
32768,1681190280.9049006
16384,1681190280.9228523
8192,1681190280.925845
4096,1681190280.925845
2048,1681190280.9378242
4096,1681190280.9398108
8192,1681190280.9418037
16384,1681190280.9428022
32768,1681190280.9428022
16384,1681190280.9687347
8192,1681190280.971727
4096,1681190280.971727
8192,1681190280.971727
4096,1681190280.9727244
8192,1681190280.9727244
16384,1681190280.973723
32768,1681190280.973723
16384,1681190280.9757175
8192,1681190280.9767148
4096,1681190280.977712
2048,1681190280.9787097
1024,1681190280.9787097
2048,1681190280.9797068
4096,1681190280.9807043
8192,1681190280.9807043
16384,1681190280.9817019
32768,1681190280.9817019
16384,1681190281.010629
8192,1681190281.0166125
16384,1681190281.017611
32768,1681190281.0206008
16384,1681190281.0325694
32768,1681190281.0335696
16384,1681190281.035562
8192,1681190281.035562
16384,1681190281.036561
32768,1681190281.0385554
16384,1681190281.0844367
8192,1681190281.0844367
4096,1681190281.085435
2048,1681190281.1093714
4096,1681190281.1093714
2048,1681190281.110369
1024,1681190281.110369
2048,1681190281.1113665
4096,1681190281.1113665
8192,1681190281.1123638
16384,1681190281.1133611
32768,1681190281.1133611
16384,1681190281.1133611
8192,1681190281.1163557
4096,1681190281.1243334
8192,1681190281.1253312
4096,1681190281.1293216
2048,1681190281.1293216
1024,1681190281.130318
2048,1681190281.1333113
1024,1681190281.134318
2048,1681190281.1363046
1024,1681190281.1373012
2048,1681190281.1383045
1024,1681190281.1442816
2048,1681190281.14528
1024,1681190281.1472745
2048,1681190281.148272
1024,1681190281.1492693
2048,1681190281.1492693
4096,1681190281.1502693
2048,1681190281.1512775
4096,1681190281.152263
2048,1681190281.152263
1024,1681190281.17321
2048,1681190281.1752036
1024,1681190281.1752036
2048,1681190281.1762006
1024,1681190281.1762006
2048,1681190281.1771986
1024,1681190281.1891716
2048,1681190281.1931574
1024,1681190281.1941547
2048,1681190281.1971471
1024,1681190281.2001376
2048,1681190281.201142
1024,1681190281.2021332
2048,1681190281.2021332
4096,1681190281.2021332
2048,1681190281.2031307
4096,1681190281.2041292
2048,1681190281.2041292
4096,1681190281.2041292
2048,1681190281.205126
1024,1681190281.205126
2048,1681190281.2061234
1024,1681190281.2061234
2048,1681190281.2081172
1024,1681190281.2081172
2048,1681190281.2121098
1024,1681190281.213124
2048,1681190281.2141027
1024,1681190281.2151103
2048,1681190281.216104
4096,1681190281.216104
2048,1681190281.2330532
1024,1681190281.2360458
2048,1681190281.2400348
1024,1681190281.2410321
2048,1681190281.2410321
1024,1681190281.24203
2048,1681190281.2430272
4096,1681190281.244025
2048,1681190281.244025
1024,1681190281.244025
2048,1681190281.2450223
1024,1681190281.2460196
2048,1681190281.2470167
1024,1681190281.248016
2048,1681190281.2490113
1024,1681190281.25001
2048,1681190281.2510073
1024,1681190281.26497
2048,1681190281.2659683
1024,1681190281.266966
2048,1681190281.266966
1024,1681190281.267963
2048,1681190281.2709553
1024,1681190281.27295
2048,1681190281.27295
1024,1681190281.27295
2048,1681190281.314843
1024,1681190281.3168373
2048,1681190281.3178356
1024,1681190281.3178356
2048,1681190281.3188326
1024,1681190281.3198295
2048,1681190281.3198295
1024,1681190281.3208268
2048,1681190281.3427706
1024,1681190281.3457625
2048,1681190281.3477583
1024,1681190281.3497527
2048,1681190281.352744
1024,1681190281.352744
2048,1681190281.353742
4096,1681190281.3547394
2048,1681190281.374689
4096,1681190281.3756871
2048,1681190281.3786783
1024,1681190281.3796751
2048,1681190281.3796751
1024,1681190281.3806741
2048,1681190281.405641
1024,1681190281.4066055
2048,1681190281.4086
1024,1681190281.4095976
2048,1681190281.4275508
1024,1681190281.4315405
2048,1681190281.4365277
1024,1681190281.4375255
2048,1681190281.4385226
1024,1681190281.4385226
2048,1681190281.4395204
